provincia,partido,localidad,poblacion,adsl,cable_modem,dial_up,fibra_opt,satelital,wireless,telefonia_fija,3g,4g,link,latitud,longitud
Cordoba,Santa María,Potrero De Garay,1017,NO,NO,NO,SI,NO,SI,SI,SI,SI,14147230,-31.7824159665775,-64.5424068778316
Cordoba,Santa María,Rafael García,555,NO,NO,NO,NO,NO,SI,SI,NO,SI,14147240,-31.6465373949134,-64.2584787728338
Cordoba,Santa María,San Clemente,134,NO,NO,NO,NO,NO,NO,SI,SI,SI,14147250,-31.7166546515515,-64.6265869046185
Cordoba,Santa María,San Nicolás,1171,SI,NO,NO,NO,NO,NO,SI,SI,SI,14147260,-31.435151387072,-64.4492154097951
Cordoba,Santa María,Socavones,263,NO,NO,NO,NO,NO,NO,NO,NO,NO,14147270,-31.5493965148926,-64.1430740356445
Cordoba,Santa María,Tejas Tres,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,14147220,-31.4661292884087,-64.3670949660514
Cordoba,Santa María,Tierra Alta,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,14147220,-31.4723029527477,-64.4707945856239
Entre Rios,Colón,La Clarita,436,NO,NO,NO,NO,NO,SI,SI,NO,SI,30008060,-31.9771375050248,-58.3917628888627
Entre Rios,Colón,Pueblo Cazes,205,NO,NO,NO,NO,NO,SI,NO,NO,NO,30008070,-32.0030492517654,-58.4934832589352
Entre Rios,Colón,Pueblo Liebig'S,670,NO,NO,NO,NO,NO,SI,SI,SI,SI,30008080,-32.1570049045312,-58.1976616890773
Entre Rios,Colón,San José,16336,SI,NO,NO,NO,NO,SI,SI,SI,SI,30008090,-32.2021613289668,-58.2095931555666
Entre Rios,Colón,Ubajay,3234,SI,NO,NO,SI,NO,SI,SI,SI,SI,30008100,-31.7925728023428,-58.3158517356
Entre Rios,Colón,Villa Elisa,10266,SI,SI,NO,SI,NO,SI,SI,SI,SI,30008110,-32.1606202225925,-58.4037483450693
Entre Rios,Concordia,Benito Legeren,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,30015130,-31.4288786267036,-58.0768061386463
Entre Rios,Concordia,Calabacilla,879,NO,NO,NO,NO,NO,SI,NO,SI,SI,30015010,-31.507626297952,-58.1334346597166
Entre Rios,Concordia,Clodomiro Ledesma,124,NO,NO,NO,NO,NO,SI,NO,NO,SI,30015020,-31.5794028169306,-58.1813678170213
Entre Rios,Concordia,Colonia Ayuí,1724,NO,NO,NO,NO,NO,SI,SI,SI,SI,30015030,-31.2050901632153,-58.0338899223591
Entre Rios,Concordia,Colonia General Roca,640,NO,NO,NO,NO,NO,NO,NO,NO,NO,30015040,-31.3244065210985,-58.1214096714805
Entre Rios,Concordia,Colonia Yeruá,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,30015087,-31.4408896802806,-58.1194803676389
Entre Rios,Concordia,Concordia,149450,SI,SI,NO,SI,SI,SI,SI,SI,SI,30015060,-31.3687044068789,-58.0450288431718
Entre Rios,Concordia,El Redomón,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,30015110,-31.0958808459898,-58.290063733468
Entre Rios,Concordia,Estación Yeruá,316,NO,NO,NO,NO,NO,SI,SI,NO,SI,30015080,-31.469433434517,-58.2636681024626
Entre Rios,Concordia,Estación Yuquerí,190,NO,NO,NO,NO,NO,SI,NO,NO,NO,30015083,-31.3963812386954,-58.1611535438718
Entre Rios,Concordia,Estancia Grande,578,NO,NO,NO,NO,NO,SI,NO,NO,SI,30015087,-31.4400282680775,-58.1246631255854
Entre Rios,Concordia,La Criolla,1543,NO,NO,NO,NO,SI,SI,SI,SI,SI,30015090,-31.2693712880357,-58.1060425422369
Entre Rios,Concordia,Las Tejas,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,30015130,-31.4119399624827,-58.0740082494429
Entre Rios,Concordia,Los Charrúas,3306,NO,NO,NO,NO,NO,SI,SI,SI,SI,30015100,-31.1707840748941,-58.1873842951633
Entre Rios,Concordia,Nueva Escocia,453,NO,NO,NO,NO,NO,SI,NO,NO,SI,30015110,-31.6473163855612,-58.0158126069679
Entre Rios,Concordia,Osvaldo Magnasco,1241,NO,NO,NO,NO,NO,SI,SI,NO,SI,30015120,-31.3131,-58.06
Entre Rios,Concordia,Pedernal,516,NO,NO,NO,NO,NO,SI,NO,NO,SI,30015130,-31.6714729659455,-58.2307912741944
Entre Rios,Concordia,Puerto Yeruá,1274,NO,NO,NO,NO,NO,SI,SI,NO,SI,30015140,-31.530833509471,-58.0128947749058
Entre Rios,Concordia,Villa Adela,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,30015130,-31.4037426459166,-58.0394128271546
Entre Rios,Concordia,Villa Zorraquin,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,30015130,-31.3299511832527,-58.0174848453444
Entre Rios,Diamante,Aldea Brasilera,895,NO,NO,NO,NO,NO,SI,SI,SI,SI,30021010,-31.8922864518526,-60.591797746941
Entre Rios,Diamante,Aldea Grapschental,25,NO,NO,NO,NO,NO,NO,NO,NO,NO,30021015,-31.9563723140333,-60.4961051979678
Entre Rios,Diamante,Aldea Protestante,519,SI,NO,NO,NO,NO,SI,SI,NO,SI,30021020,-32.0308328904873,-60.5643359117847
Entre Rios,Diamante,Aldea Salto,102,NO,NO,NO,NO,NO,NO,SI,NO,NO,30021030,-31.9260358583332,-60.5483852721123
Entre Rios,Diamante,Aldea San Francisco,42,NO,NO,NO,NO,NO,NO,NO,NO,NO,30021040,-31.9625681226479,-60.635713481626
Entre Rios,Diamante,Aldea Spatzenkutter,355,NO,NO,NO,NO,NO,SI,SI,NO,NO,30021050,-31.9485292712546,-60.5803966416062
Corrientes,San Roque,9 De Julio (Est. Pueblo 9 De Julio),2209,NO,NO,NO,NO,NO,NO,SI,NO,SI,18161030,-28.8418348631681,-58.8280463835778
Corrientes,San Roque,Chavarría,2506,NO,NO,NO,NO,SI,NO,SI,NO,NO,18161010,-28.9549218176889,-58.5716489831846
Corrientes,San Roque,Colonia Pando,440,NO,NO,NO,NO,NO,NO,NO,NO,SI,18161020,-28.5252148833089,-58.4869345494056
Corrientes,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),1585,NO,NO,NO,NO,SI,NO,SI,NO,SI,18161040,-28.7505433489253,-58.6545368651224
Corrientes,San Roque,San Roque,7323,NO,NO,NO,NO,SI,NO,SI,SI,SI,18161050,-28.5732308799035,-58.7100567505645
Corrientes,Santo Tomé,Garruchos,803,NO,NO,NO,NO,SI,NO,NO,NO,SI,18168020,-28.1729435857266,-55.6513324031087
Corrientes,Santo Tomé,Gobernador Igr. Valentín Virasoro,30666,SI,NO,NO,SI,SI,NO,SI,SI,SI,18168030,-28.0455566790186,-56.0190197167242
Corrientes,Santo Tomé,José Rafael Gómez,861,NO,NO,NO,NO,NO,SI,NO,NO,SI,18168010,-28.2260143622167,-55.7844092003668
Corrientes,Santo Tomé,Santo Tomé,23299,SI,NO,NO,NO,SI,SI,SI,SI,SI,18168040,-28.5511588178368,-56.0420862814163
Corrientes,Sauce,Sauce,7014,NO,SI,NO,NO,SI,NO,SI,SI,SI,18175010,-30.0867528651818,-58.7879617250662
Entre Rios,Colón,Arroyo Barú,489,NO,NO,NO,SI,NO,SI,SI,NO,SI,30008010,-31.8673630759862,-58.445702857466
Entre Rios,Colón,Colón,23150,SI,SI,NO,SI,SI,SI,SI,SI,SI,30008020,-32.2232180852093,-58.1419674849484
Entre Rios,Colón,Colonia Hugues,74,NO,NO,NO,NO,SI,SI,NO,NO,NO,30008030,-32.2963657704418,-58.2329681221353
Entre Rios,Colón,El Brillante,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,30008100,-32.1797669801643,-58.2122328834059
Entre Rios,Paraná,San Benito,9105,SI,SI,NO,NO,NO,SI,SI,SI,SI,30084200,-31.7815218098022,-60.4419739913356
Entre Rios,Paraná,Sauce Montrull,746,NO,NO,NO,NO,NO,SI,NO,NO,NO,30084210,-31.7463194997657,-60.3552297078863
Entre Rios,Paraná,Sauce Pinto,107,NO,NO,NO,NO,NO,NO,SI,NO,NO,30084220,-31.8442990730164,-60.3747483050584
Entre Rios,Paraná,Seguí,3695,SI,SI,NO,NO,SI,SI,SI,SI,SI,30084230,-31.9588750821276,-60.1269829104478
Entre Rios,Paraná,Sosa,495,NO,NO,NO,NO,NO,NO,SI,NO,NO,30084240,-31.7385742726697,-59.9115081436489
Entre Rios,Paraná,Tabossi,1322,NO,SI,NO,SI,NO,SI,SI,SI,SI,30084250,-31.8047077554997,-59.9379151601641
Entre Rios,Paraná,Tezanos Pintos,189,NO,NO,NO,NO,NO,NO,SI,NO,NO,30084260,-31.8735456198918,-60.4970235321194
Entre Rios,Paraná,Viale,9383,SI,SI,NO,SI,NO,SI,SI,SI,SI,30084270,-31.8714330822777,-60.0099225269048
Entre Rios,Paraná,Villa Fontana,160,NO,NO,NO,NO,NO,NO,SI,NO,SI,30084280,-31.908647496665,-60.468352081106
Entre Rios,Paraná,Villa Gobernador Luis F. Etchevehere,215,NO,NO,NO,NO,NO,NO,SI,NO,NO,30084290,-31.93428563973,-60.4279737732991
Entre Rios,Paraná,Villa Urquiza,661,SI,NO,NO,NO,NO,NO,SI,SI,SI,30084300,-31.6507506100701,-60.3775855159669
Entre Rios,San Salvador,General Campos,2994,SI,NO,NO,NO,SI,SI,SI,NO,SI,30088010,-31.5246078338723,-58.4047735134447
Entre Rios,San Salvador,San Salvador,12733,SI,NO,NO,SI,NO,SI,SI,SI,SI,30088020,-31.6255225523021,-58.5040738167896
Entre Rios,Tala,Altamirano Sur,62,NO,NO,NO,NO,NO,NO,SI,NO,NO,30091010,-32.0888342815838,-59.1740705545307
Entre Rios,Tala,Durazno,294,SI,NO,NO,NO,NO,SI,SI,NO,NO,30091020,-31.9865854200416,-59.2804623070462
Chubut,Rawson,Playa Unión,6775,SI,SI,SI,SI,NO,SI,SI,SI,SI,26077020,-43.3219408530217,-65.0475987350977
Chubut,Rawson,Rawson,24616,SI,SI,SI,SI,SI,SI,SI,SI,SI,26077030,-43.3010516778945,-65.0955202340428
Chubut,Rawson,Trelew,97915,SI,SI,SI,SI,SI,SI,SI,SI,SI,26077040,-43.2483538570309,-65.3103813319694
Chubut,Río Senguer,Aldea Apeleg,126,NO,NO,NO,NO,SI,SI,SI,NO,NO,26084010,-44.7052521139583,-70.8460010136593
Chubut,Río Senguer,Aldea Beleiro,176,NO,NO,NO,NO,SI,NO,SI,NO,NO,26084020,-45.5614644681207,-71.5181726162484
Chubut,Río Senguer,Alto Río Senguer,1570,NO,NO,SI,NO,SI,SI,SI,NO,SI,26084030,-45.0476417520383,-70.8227552077123
Chubut,Río Senguer,Doctor Ricardo Rojas,219,NO,NO,NO,NO,SI,NO,SI,NO,NO,26084040,-45.5870084306305,-71.0290968422414
Chubut,Río Senguer,Facundo,185,NO,NO,NO,NO,SI,SI,SI,NO,NO,26084050,-45.3192710383686,-69.9721127349678
Chubut,Río Senguer,Lago Blanco,194,NO,NO,NO,NO,SI,NO,SI,NO,NO,26084060,-45.9468594190828,-71.2641106643113
Chubut,Río Senguer,Río Mayo,2791,NO,NO,NO,SI,SI,SI,SI,NO,SI,26084070,-45.6964538171738,-70.2559804482547
Chubut,Sarmiento,Buen Pasto,105,NO,NO,NO,NO,SI,NO,SI,NO,NO,26091010,-45.0804225633305,-69.4497777721279
Entre Rios,Tala,Estación Arroyo Clé,119,NO,NO,NO,NO,NO,NO,NO,NO,NO,30091030,-32.6338905298532,-59.4016108911944
Entre Rios,Tala,Gobernador Echagüe,201,NO,NO,NO,NO,NO,NO,SI,NO,NO,30091040,-32.3933701328502,-59.2758886814116
Entre Rios,Tala,Gobernador Mansilla,2046,NO,NO,NO,NO,NO,SI,SI,SI,SI,30091050,-32.5464913620505,-59.3561472624329
Entre Rios,Tala,Gobernador Solá,491,NO,NO,NO,NO,NO,NO,NO,NO,SI,30091060,-32.3372059083888,-59.3710906213647
Entre Rios,Tala,Guardamonte,101,NO,NO,NO,NO,NO,NO,SI,NO,NO,30091070,-32.0826358698135,-59.3082772238093
Entre Rios,Tala,Las Guachas,66,NO,NO,NO,NO,NO,NO,NO,NO,NO,30091080,-32.4700075443165,-59.1726625031425
Entre Rios,Tala,Maciá,5870,NO,SI,NO,NO,NO,NO,SI,SI,SI,30091090,-32.1724413881098,-59.3986787086128
Entre Rios,Tala,Rosario Del Tala,12801,SI,NO,NO,SI,NO,NO,SI,SI,SI,30091100,-32.3026339163322,-59.1445792095518
Entre Rios,Uruguay,1º De Mayo,696,NO,NO,NO,SI,NO,SI,SI,NO,NO,30098090,-32.2570116072534,-58.422728628517
Entre Rios,Uruguay,Basavilbaso,9485,SI,NO,NO,SI,NO,SI,SI,NO,SI,30098010,-32.3725729351065,-58.8785609437917
Entre Rios,Uruguay,Caseros,1948,SI,NO,NO,SI,NO,SI,SI,SI,SI,30098020,-32.4642772562474,-58.4780718727049
Entre Rios,Uruguay,Colonia Elía,741,NO,NO,NO,NO,NO,SI,SI,NO,SI,30098030,-32.6723717845853,-58.325119237234
Entre Rios,Uruguay,Concepción Del Uruguay,72528,SI,SI,SI,SI,NO,SI,SI,SI,SI,30098040,-32.4853601673728,-58.2320517380782
Entre Rios,Uruguay,Estancia San Pedro,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,30098030,-32.2669,-58.6294
Entre Rios,Uruguay,Herrera,1251,SI,NO,NO,NO,NO,SI,SI,NO,SI,30098060,-32.434613979879,-58.6330137118779
Chubut,Sarmiento,Sarmiento,10858,SI,SI,NO,SI,SI,SI,SI,SI,SI,26091020,-45.590519720018,-69.0706825167205
Chubut,Tehuelches,Frontera De Río Pico,44,NO,NO,NO,NO,NO,NO,SI,NO,NO,26098010,-44.1988556500986,-71.6666681641388
Chubut,Tehuelches,Gobernador Costa,2251,NO,NO,SI,NO,NO,NO,SI,NO,SI,26098020,-44.0529826063177,-70.597920256446
Chubut,Tehuelches,José De San Martín,1612,NO,NO,NO,NO,SI,NO,SI,NO,SI,26098030,-44.0545030861499,-70.4698423450266
Chubut,Tehuelches,Río Pico,1055,NO,NO,SI,NO,SI,NO,SI,NO,NO,26098040,-44.1829932413496,-71.3700565360866
Chubut,Telsen,Gan Gan,661,NO,NO,NO,NO,SI,SI,SI,NO,SI,26105010,-42.5232330288476,-68.2828542288869
Chubut,Telsen,Telsen,544,NO,SI,NO,NO,SI,SI,SI,SI,SI,26105020,-42.4387511614213,-66.941427996482
Cordoba,Calamuchita,Amboy,183,NO,NO,NO,NO,NO,SI,SI,NO,NO,14007010,-32.1759165218621,-64.5765483175138
Cordoba,Calamuchita,Arroyo San Antonio,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,14007020,-32.26205146004,-64.5937253212731
Cordoba,Calamuchita,Cañada Del Sauce,61,SI,NO,NO,NO,NO,NO,SI,NO,SI,14007030,-32.3679991604313,-64.6425223427633
Cordoba,Calamuchita,Capilla Vieja,68,NO,NO,NO,NO,NO,SI,NO,SI,SI,14007040,-31.942027416529,-64.6165406145348
Cordoba,Calamuchita,El Corcovado - El Torreón,417,SI,NO,NO,NO,NO,SI,SI,NO,NO,14007050,-32.149759071844,-64.5015914694579
Cordoba,Calamuchita,El Durazno,100,NO,NO,NO,NO,NO,NO,NO,NO,NO,14007055,-32.1695656120552,-64.7747710529989
Cordoba,Calamuchita,Embalse,8793,NO,NO,NO,SI,SI,SI,NO,SI,SI,14007060,-32.2065076875762,-64.4006226825819
Cordoba,Calamuchita,La Cruz,1363,SI,NO,NO,NO,NO,SI,SI,SI,SI,14007070,-32.3034055718452,-64.4831089740345
Entre Rios,Uruguay,Las Moscas,383,NO,NO,NO,SI,NO,SI,SI,NO,SI,30098070,-32.0926666859344,-58.9575923552082
Entre Rios,Uruguay,Líbaros,230,NO,NO,NO,NO,NO,SI,SI,NO,NO,30098080,-32.2629479332194,-58.9066108120783
Entre Rios,Uruguay,Pronunciamiento,976,NO,NO,NO,SI,SI,SI,SI,SI,SI,30098100,-32.3456507831337,-58.4438591145895
Entre Rios,Uruguay,Rocamora,281,NO,NO,NO,NO,NO,SI,SI,NO,NO,30098110,-32.3459729612346,-58.9697454142681
Entre Rios,Uruguay,Santa Anita,1187,NO,NO,NO,SI,NO,SI,SI,NO,SI,30098120,-32.1762466320214,-58.7864822456477
Entre Rios,Uruguay,Villa Mantero,1427,SI,NO,NO,SI,SI,SI,SI,SI,SI,30098130,-32.3987091260597,-58.7440638984338
Entre Rios,Uruguay,Villa San Justo,1337,NO,NO,NO,SI,NO,SI,SI,SI,SI,30098140,-32.446319897702,-58.4359138343848
Entre Rios,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),639,NO,NO,NO,NO,NO,SI,SI,SI,SI,30098150,-32.1800624013874,-58.9301272035017
Entre Rios,Victoria,Antelo,211,NO,NO,NO,NO,NO,NO,NO,NO,NO,30105010,-32.5338102554011,-60.0356966118049
Entre Rios,Victoria,Charigüé,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,30105040,-32.9331069681438,-60.5907241451802
Entre Rios,Victoria,Laguna Del Pescado,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,30105040,-32.6900337710703,-60.011835871903
Entre Rios,Victoria,Molino Doll,139,NO,NO,NO,NO,NO,SI,NO,NO,SI,30105040,-32.3100409280054,-60.4202063551195
Entre Rios,Victoria,Rincón De Nogoyá,0,NO,NO,NO,NO,NO,SI,SI,NO,SI,30105040,-32.7840822565326,-59.9066011827697
Entre Rios,Victoria,Victoria,30623,SI,SI,NO,SI,NO,SI,SI,SI,SI,30105060,-32.6205968368011,-60.1533126380173
Entre Rios,Villaguay,Estación Raíces,138,SI,NO,NO,NO,NO,SI,SI,NO,SI,30113010,-31.908248192653,-59.2606926522048
Entre Rios,Villaguay,Ingeniero Miguel Sajaroff,399,NO,NO,NO,NO,NO,SI,SI,NO,NO,30113020,-31.9569336301554,-58.8491174614017
Catamarca,Ambato,Los Varela,443,NO,NO,NO,NO,SI,NO,NO,NO,SI,10007110,-27.9279942328057,-65.8822302327591
Catamarca,Ambato,Singuil,295,NO,NO,NO,NO,NO,NO,NO,NO,SI,10007120,-27.8142168571341,-65.8670660017181
Catamarca,Ancasti,Ancasti,361,NO,NO,NO,NO,SI,NO,NO,NO,SI,10014010,-28.809829766706,-65.5021019996524
Catamarca,Ancasti,Anquincila,202,NO,NO,NO,NO,NO,NO,NO,NO,NO,10014020,-28.7545936474404,-65.5495102803337
Catamarca,Ancasti,La Candelaria,77,NO,NO,NO,NO,NO,NO,NO,NO,NO,10014030,-28.7207622901373,-65.4106917370235
Catamarca,Ancasti,La Majada,154,NO,NO,NO,NO,NO,NO,NO,NO,NO,10014040,-29.0295107636719,-65.5499567687055
Catamarca,Andalgalá,Aconquija,0,NO,NO,NO,NO,SI,NO,NO,SI,SI,10021010,-27.4743798884533,-66.0266884349829
Catamarca,Andalgalá,Alto De Las Juntas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,10021010,-27.4511959792163,-66.0199688270559
Catamarca,Andalgalá,Amanao,29,NO,NO,NO,NO,NO,NO,NO,SI,NO,10021010,-27.5275895579827,-66.5156761677031
Catamarca,Andalgalá,Andalgalá,12600,SI,NO,NO,SI,SI,SI,SI,SI,SI,10021020,-27.5732225954972,-66.3235466394645
Catamarca,Andalgalá,Buena Vista,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,10021010,-27.3391922396844,-66.0241892155379
Catamarca,Andalgalá,Chaquiago,1096,NO,NO,NO,SI,SI,SI,NO,NO,NO,10021030,-27.5368955481985,-66.3350568927423
Catamarca,Andalgalá,Choya,403,NO,NO,NO,NO,NO,NO,NO,NO,NO,10021040,-27.5210749343604,-66.4034742805443
Catamarca,Andalgalá,El Alamito,734,NO,NO,NO,NO,NO,SI,NO,NO,NO,10021050,-27.333537875981,-66.022985174122
Catamarca,Andalgalá,El Lindero,741,NO,NO,NO,NO,NO,NO,SI,NO,NO,10021060,-27.4743798884533,-66.0266884349829
Catamarca,Andalgalá,El Potrero,184,NO,NO,NO,SI,NO,NO,NO,NO,NO,10021070,-27.5162322380357,-66.3434280762552
Catamarca,Andalgalá,La Aguada,378,NO,NO,NO,SI,NO,SI,NO,NO,NO,10021080,-27.534089032104,-66.3117750484602
Catamarca,Andalgalá,La Mesada,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,10021010,-27.4511959792163,-66.0199688270559
Catamarca,Antofagasta de la Sierra,Antofagasta De La Sierra,730,NO,NO,NO,NO,SI,NO,SI,NO,SI,10028010,-26.0632957365737,-67.4116706391736
Catamarca,Antofagasta de la Sierra,Antofalla,45,NO,NO,NO,NO,NO,NO,NO,NO,NO,10028020,-25.5201549530029,-67.6220474243164
Catamarca,Antofagasta de la Sierra,El Peñón,263,NO,NO,NO,NO,NO,NO,NO,NO,NO,10028030,-26.4377795455164,-67.2590953594946
Catamarca,Antofagasta de la Sierra,Los Nacimientos,43,NO,NO,NO,NO,NO,NO,NO,NO,NO,10028040,-25.7592665755338,-67.3912671398198
Catamarca,Belén,Barranca Larga,330,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035010,-26.9366725902001,-66.7473736733687
Catamarca,Belén,Belén,12256,NO,NO,NO,NO,SI,SI,SI,SI,SI,10035020,-27.6337582271366,-67.0181224346383
Catamarca,Belén,Cóndor Huasi,254,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035030,-27.4800253698881,-67.1034365555174
Catamarca,Belén,Corral Quemado,1204,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035040,-27.1458266170631,-66.9418772140389
Catamarca,Belén,El Durazno,378,NO,NO,NO,NO,SI,NO,NO,NO,NO,10035050,-27.2352160693093,-67.0644302349354
Catamarca,Belén,Farallón Negro,1463,NO,NO,NO,NO,NO,NO,SI,NO,SI,10035060,-27.297991160481,-66.6526535881206
Catamarca,Belén,Hualfín,987,NO,NO,NO,NO,SI,NO,NO,NO,SI,10035070,-27.2251089488391,-66.8257494663378
Catamarca,Belén,Jacipunco,361,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035080,-27.2232502935304,-67.0189560597067
Catamarca,Belén,La Puntilla,236,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035090,-27.6687999477098,-66.9831854181017
Catamarca,Belén,Las Juntas,258,NO,NO,NO,NO,NO,SI,NO,NO,NO,10035100,-27.5255267279244,-67.1230327103174
Catamarca,Belén,Londres,2456,NO,NO,NO,NO,SI,SI,SI,NO,SI,10035110,-27.7091441699136,-67.1521288574758
Catamarca,Belén,Los Nacimientos,215,NO,NO,NO,NO,NO,NO,NO,NO,SI,10035120,-27.1276313861506,-66.7125336324121
Catamarca,Belén,Puerta De Corral Quemado,575,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035130,-27.2142919344438,-66.9263178640934
Catamarca,Belén,Puerta De San José,277,NO,NO,NO,NO,SI,NO,NO,NO,NO,10035140,-27.5397412070942,-67.0153310519752
Catamarca,Belén,Villa Vil,481,NO,NO,NO,NO,NO,NO,NO,NO,NO,10035150,-27.0710806751114,-66.8307696967369
Catamarca,Capayán,Adolfo E. Carranza,32,NO,NO,NO,NO,NO,NO,NO,NO,NO,10042010,-29.0269775235925,-65.9719315369666
Catamarca,Capayán,Balde De La Punta,116,NO,NO,NO,NO,NO,NO,NO,NO,NO,10042020,-29.5589484234071,-65.5807240749041
Catamarca,Capayán,Capayán,636,NO,NO,NO,NO,SI,NO,NO,NO,SI,10042030,-28.7807106449765,-66.0386455444458
Catamarca,Capayán,Chumbicha,4531,SI,NO,NO,SI,SI,SI,SI,SI,SI,10042040,-28.8475652676601,-66.2413567840968
Catamarca,Capayán,Colonia Del Valle,854,NO,NO,NO,NO,SI,NO,SI,NO,NO,10042050,-28.6659572317315,-65.8752053335172
Catamarca,Capayán,Colonia Nueva Coneta,1951,NO,NO,NO,SI,SI,SI,SI,SI,SI,10042060,-28.5859218596167,-65.8384330489801
Catamarca,Capayán,Concepción,387,NO,NO,NO,NO,NO,NO,NO,NO,NO,10042070,-28.7027878127673,-66.0684404425234
Catamarca,Capayán,Coneta,653,NO,NO,NO,SI,SI,NO,SI,NO,NO,10042080,-28.5824940471212,-65.8832899522771
Catamarca,Capayán,El Bañado,158,NO,NO,NO,NO,NO,NO,NO,NO,NO,10042090,-28.6492910442287,-65.8184083876597
Catamarca,Capayán,Huillapima,2416,NO,NO,NO,SI,SI,SI,SI,SI,SI,10042100,-28.7326533523263,-65.9692671337206
Catamarca,Capayán,Los Angeles,383,NO,NO,NO,NO,NO,SI,NO,NO,NO,10042110,-28.4757282890296,-65.9584714095267
Catamarca,Capayán,Los Angeles Norte,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,10042020,-28.4130524181894,-65.9974963114274
Catamarca,Capayán,Los Angeles Sur,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,10042020,-28.5096259939006,-66.0134501995358
Catamarca,Capayán,Miraflores,1650,NO,NO,NO,SI,SI,SI,SI,SI,SI,10042120,-28.61156437771,-65.9045510608673
Catamarca,Capayán,San Martín,426,NO,NO,NO,NO,SI,NO,NO,NO,SI,10042130,-29.2514238184412,-65.7966971627176
Catamarca,Capayán,San Pablo,139,NO,NO,NO,NO,NO,NO,NO,NO,NO,10042140,-28.7185211619112,-66.0406031753627
Catamarca,Capayán,San Pedro,372,NO,NO,NO,NO,NO,NO,NO,NO,NO,10042150,-28.7717177596284,-66.1240600986815
Catamarca,Capital,Barrio Bancario,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,10049020,-28.466667,-65.783333
Catamarca,Capital,El Pantanillo,44,SI,SI,NO,SI,SI,NO,SI,SI,SI,10049020,-28.5416893432334,-65.8026632730873
Catamarca,Capital,San Fernando Del Valle De Catamarca,159139,SI,SI,SI,SI,SI,SI,SI,SI,SI,10049030,-28.4846581947085,-65.7867892937631
Catamarca,El Alto,El Alto,754,NO,NO,NO,NO,SI,SI,NO,SI,SI,10056010,-28.3027477561138,-65.3693767192491
Catamarca,El Alto,Guayamba,376,NO,NO,NO,NO,NO,NO,NO,NO,NO,10056020,-28.3441266642037,-65.4127476684157
Catamarca,El Alto,Infanzón,62,NO,NO,NO,NO,NO,NO,NO,NO,NO,10056030,-28.5973244077887,-65.4116602658918
Catamarca,El Alto,Los Corrales,54,NO,NO,NO,NO,NO,NO,NO,NO,NO,10056040,-28.5108290239161,-65.3308772218931
Catamarca,El Alto,Tapso,191,NO,NO,NO,NO,SI,NO,NO,NO,NO,10056050,-28.415904197716,-65.1086409589416
Catamarca,Fray Mamerto Esquiú,San José,10242,NO,NO,NO,NO,NO,NO,NO,SI,SI,10063040,-28.3887321458271,-65.7062701247999
Catamarca,Fray Mamerto Esquiú,Villa Las Pirquitas,740,NO,NO,NO,NO,SI,NO,NO,NO,SI,10063050,-28.2754665210832,-65.733431477509
Catamarca,La Paz,Casa De Piedra,251,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070010,-29.649289010725,-65.5171151597056
Catamarca,La Paz,El Aybal,68,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070020,-29.1066140404485,-65.339695207396
Catamarca,La Paz,El Bañado,123,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070030,-29.1832354089391,-65.4161459216901
Catamarca,La Paz,El Divisadero,70,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070040,-29.1937184157281,-65.4233403523442
Catamarca,La Paz,El Quimilo,63,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070050,-29.9534214435134,-65.3926406151323
Catamarca,La Paz,Esquiú,1019,NO,NO,NO,NO,NO,NO,NO,SI,SI,10070060,-29.3790661944991,-65.2898287859815
Catamarca,La Paz,Icaño,2104,NO,NO,NO,NO,SI,NO,SI,SI,SI,10070070,-28.9308886124085,-65.2902158081112
